1,579,156,0.000863,7.008770,12
2,437,187,0.000539,6.869510,15
3,430,189,0.000446,6.610750,13
4,466,207,0.000486,6.945450,17
5,16,16,0.000019,5.500000,10
6,407,152,0.000414,6.590850,12
7,422,168,0.000391,6.612600,14
8,96,27,0.000095,8.054220,11
9,576,87,0.000589,6.730020,7
10,634,119,0.000632,7.052540,13
11,90,57,0.000095,6.809820,15
12,560,141,0.000608,6.932390,11
13,83,47,0.000092,5.891160,13
14,502,146,0.000588,6.734300,14
15,66,39,0.000073,6.134450,13
16,501,146,0.000524,6.698770,10
17,81,44,0.000084,6.510640,10
18,46,37,0.000056,7.869050,19
19,386,160,0.000531,6.806400,18
20,429,190,0.000497,6.808200,16
21,540,132,0.000676,6.774430,14
22,453,166,0.000569,6.643750,10
23,464,181,0.000592,6.876070,15
24,651,198,0.000848,7.221930,14
25,406,189,0.000449,6.628450,13
26,423,187,0.000526,6.837370,15
27,453,203,0.000793,6.817160,15
28,17,15,0.000029,5.382350,7
29,405,165,0.000441,6.697770,13
30,542,140,0.000584,6.953270,16
31,135,38,0.000152,8.691300,14
32,67,34,0.000080,7.914530,12
33,452,194,0.000481,6.759050,16
34,432,195,0.000452,6.809210,13
35,521,162,0.000603,6.914500,14
36,111,79,0.000139,7.827410,17
37,590,98,0.000701,6.833490,14
38,549,148,0.000497,6.898770,14
39,447,184,0.000472,6.728190,12
40,460,211,0.000464,6.956790,13
41,394,140,0.000498,6.472100,8
42,65,45,0.000069,7.798320,19
43,510,155,0.000531,6.728980,11
44,525,222,0.000593,6.770650,16
45,533,130,0.000658,6.888770,14
46,416,184,0.000440,6.963460,20
47,19,18,0.000020,7.472220,14
48,428,181,0.000440,6.787600,15
49,552,149,0.000587,6.852340,11
50,461,198,0.000463,7.300370,16
51,496,174,0.000529,7.079130,12
52,88,49,0.000083,7.538960,15
53,601,101,0.000656,6.789920,11
54,452,206,0.000487,7.279040,16
55,560,132,0.000649,6.863910,12
56,43,36,0.000044,7.333330,16
57,480,180,0.000583,6.946750,8
58,459,216,0.000457,7.028290,12
59,80,55,0.000079,7.758870,17
60,68,46,0.000082,6.628100,16
61,525,219,0.000551,6.796520,19
62,401,153,0.000359,6.597480,13
63,632,195,0.000715,7.222920,15
64,416,188,0.000388,6.955220,18
65,496,210,0.000552,7.478860,14
66,20,20,0.000018,7.916670,16
67,659,129,0.000678,7.118800,17
68,474,197,0.000495,6.955850,15
69,62,41,0.000063,7.633930,19
70,423,170,0.000515,6.562250,10
71,514,158,0.000605,6.832970,16
72,394,166,0.000411,6.625000,16
73,420,181,0.000507,6.912630,15
74,410,178,0.000716,6.706210,18
75,386,175,0.000438,6.514580,11
76,448,176,0.000471,6.877530,20
77,389,164,0.000440,6.535460,14
78,466,194,0.000572,6.904130,16
79,453,194,0.000523,6.616150,10
80,442,193,0.000473,6.836550,17
81,590,129,0.000612,6.828820,11
82,454,197,0.000593,7.008700,21
83,57,39,0.000062,5.575470,11
84,18,17,0.000023,7.257140,13
85,387,149,0.000399,6.435860,7
86,572,175,0.000564,7.080360,17
87,417,179,0.000460,6.644900,11
88,596,175,0.000711,7.102930,17
89,382,168,0.000364,6.388810,8
90,522,150,0.000527,6.742730,12
91,580,151,0.000637,7.113590,21
92,458,208,0.000859,6.909990,18
93,485,176,0.000554,6.989450,12
94,580,152,0.000580,6.989280,14
95,409,152,0.000606,6.717240,12
96,403,161,0.000494,6.648950,17
97,636,186,0.000690,7.133750,8
98,48,29,0.000151,5.715910,9
99,613,104,0.000664,6.960510,14
100,450,203,0.000467,6.843750,13
