1,835,22,0.000306,9.082440,12
2,1024,23,0.000398,10.066710,15
3,72,17,0.000025,9.150790,13
4,953,25,0.000200,11.678320,17
5,91,16,0.000027,6.725610,10
6,652,22,0.000138,9.371820,12
7,350,22,0.000082,10.439520,14
8,612,21,0.000131,9.811360,11
9,232,17,0.000052,7.862500,7
10,177,21,0.000046,10.827120,13
11,511,23,0.000109,9.976550,15
12,1037,23,0.000233,10.386350,11
13,197,19,0.000085,8.389380,13
14,697,22,0.000289,9.280960,14
15,239,19,0.000056,7.905710,13
16,1622,22,0.000327,9.725910,10
17,315,20,0.000077,8.873390,10
18,30,21,0.000013,10.326920,19
19,373,22,0.000080,10.561800,18
20,550,22,0.000127,10.553030,16
21,34,16,0.000014,8.229510,14
22,118,16,0.000033,8.475490,10
23,1449,25,0.000299,10.864540,15
24,873,22,0.000179,10.083900,14
25,808,23,0.000178,9.784360,13
26,1167,25,0.000250,10.505650,15
27,308,21,0.000078,9.424760,15
28,41,13,0.000015,6.080000,7
29,533,23,0.000117,11.037080,13
30,346,24,0.000094,11.500000,16
31,929,24,0.000195,10.288540,14
32,117,16,0.000031,8.699510,12
33,26,18,0.000024,9.020830,16
34,666,23,0.000157,10.135990,13
35,1734,26,0.000604,10.785140,14
36,1824,27,0.000558,12.141570,17
37,231,22,0.000107,11.418180,14
38,1807,26,0.000357,10.707730,14
39,655,22,0.000193,9.455450,12
40,2298,25,0.000539,10.224360,13
41,76,14,0.000042,7.451850,8
42,786,25,0.000268,11.269620,19
43,609,21,0.000274,9.228040,11
44,2231,26,0.000471,10.650430,16
45,1757,24,0.000542,9.851370,14
46,299,24,0.000068,11.503010,20
47,41,18,0.000016,9.959460,14
48,543,23,0.000119,10.689500,15
49,438,21,0.000094,10.062080,11
50,2864,28,0.000567,12.255920,16
51,221,20,0.000054,9.784970,12
52,2849,27,0.000562,11.071410,15
53,179,19,0.000046,8.827920,11
54,1075,26,0.000211,11.579870,16
55,177,18,0.000044,8.581170,12
56,752,24,0.000160,10.091700,16
57,182,18,0.000044,8.186500,8
58,1355,24,0.000356,10.085320,12
59,205,23,0.000109,11.060340,17
60,712,24,0.000159,10.585830,16
61,1421,27,0.000289,12.022790,19
62,2186,25,0.000429,9.916120,13
63,168,21,0.000042,10.681820,15
64,39,22,0.000013,12.014710,18
65,4038,28,0.000794,11.154130,14
66,90,20,0.000027,9.616880,16
67,2905,27,0.000584,10.862560,17
68,2301,27,0.000851,11.877160,15
69,698,25,0.000148,10.871050,19
70,2190,24,0.000704,9.485270,10
71,936,24,0.000189,11.838400,16
72,238,22,0.000058,9.926290,16
73,3038,27,0.000598,10.956960,15
74,1632,26,0.000329,10.818420,18
75,4306,25,0.001549,10.300280,11
76,739,26,0.000315,11.903620,20
77,382,20,0.000147,9.364350,14
78,2084,26,0.000416,10.702230,16
79,99,16,0.000029,7.528410,10
80,2764,27,0.000557,11.431720,17
81,428,19,0.000094,8.660710,11
82,715,25,0.000151,13.085200,21
83,68,15,0.000021,7.352460,11
84,34,17,0.000014,9.274190,13
85,121,15,0.000030,7.377990,7
86,993,25,0.000203,10.744870,17
87,163,17,0.000041,8.925530,11
88,2389,27,0.000484,11.712010,17
89,369,20,0.000087,8.338120,8
90,356,20,0.000079,8.593020,12
91,1461,27,0.000297,11.142620,21
92,854,26,0.000177,11.481380,18
93,730,22,0.000157,9.600160,12
94,257,22,0.000062,11.321760,14
95,414,22,0.000092,9.852480,12
96,181,19,0.000047,9.896440,17
97,336,20,0.000077,9.109000,8
98,707,21,0.000156,8.577590,9
99,1467,24,0.000304,11.038820,14
100,1319,25,0.000270,10.782810,13
