1,809224,22,0.071905,0.000000,12
2,1659716,23,0.120280,0.000000,15
3,56332,17,0.008524,0.000000,13
4,3832745,25,0.275905,0.000000,17
5,20305,16,0.001530,0.000000,10
6,572929,22,0.041813,0.000000,12
7,840836,22,0.060129,0.000000,14
8,336804,21,0.023788,0.000000,11
9,48030,17,0.006915,0.000000,7
10,523656,21,0.037857,0.000000,13
11,1183127,23,0.084055,0.000000,15
12,1229083,23,0.087305,0.000000,11
13,144153,19,0.014192,0.000000,13
14,726908,22,0.059263,0.000000,14
15,119854,19,0.008534,0.000000,13
16,746437,22,0.053590,0.000000,10
17,201422,20,0.014264,0.000000,10
18,463439,21,0.033052,0.000000,19
19,880730,22,0.063246,0.000000,18
20,529433,22,0.037964,0.000000,16
21,25389,16,0.004154,0.000000,14
22,18803,16,0.002806,0.000000,10
23,3233556,25,0.234576,0.000000,15
24,559966,22,0.039745,0.000000,14
25,1161412,23,0.087670,0.000000,13
26,3012022,25,0.210788,0.000000,15
27,533665,21,0.038580,0.000000,15
28,6472,13,0.000495,0.000000,7
29,1258485,23,0.099549,0.000000,13
30,1506581,24,0.106602,0.000000,16
31,2082556,24,0.153296,0.000000,14
32,28816,16,0.002115,0.000000,12
33,57963,18,0.007344,0.000000,16
34,1339032,23,0.101872,0.000000,13
35,5227219,26,0.380341,0.000000,14
36,10582097,27,0.762116,0.000000,17
37,618550,22,0.056862,0.000000,14
38,5647709,26,0.415751,0.000000,14
39,707091,22,0.050579,0.000000,12
40,3906491,25,0.281312,0.000000,13
41,13166,14,0.002014,0.000000,8
42,4826279,25,0.345056,0.000000,19
43,445186,21,0.037541,0.000000,11
44,5301125,26,0.383584,0.000000,16
45,1521264,24,0.130610,0.000000,14
46,2550556,24,0.183037,0.000000,20
47,60744,18,0.009004,0.000000,14
48,1071876,23,0.083047,0.000000,15
49,542261,21,0.038920,0.000000,11
50,13426501,28,0.941727,0.000000,16
51,323493,20,0.023372,0.000000,12
52,9617303,27,0.681791,0.000000,15
53,160297,19,0.020587,0.000000,11
54,5150682,26,0.363396,0.000000,16
55,86884,18,0.011243,0.000000,12
56,2296791,24,0.174538,0.000000,16
57,60654,18,0.004535,0.000000,8
58,1715624,24,0.127273,0.000000,12
59,1336827,23,0.099163,0.000000,17
60,2536222,24,0.180535,0.000000,16
61,15171649,27,1.080821,0.000000,19
62,3587527,25,0.279181,0.000000,13
63,344582,21,0.024417,0.000000,15
64,599226,22,0.042588,0.000000,18
65,15073854,28,1.066176,0.000000,14
66,277227,20,0.030938,0.000000,16
67,10843669,27,0.765231,0.000000,17
68,10295974,27,0.725633,0.000000,15
69,4095213,25,0.293956,0.000000,19
70,1665813,24,0.117838,0.000000,10
71,1583030,24,0.112949,0.000000,16
72,792904,22,0.056707,0.000000,16
73,12496979,27,0.878208,0.000000,15
74,5225955,26,0.369039,0.000000,18
75,4088312,25,0.291768,0.000000,11
76,4873453,26,0.345417,0.000000,20
77,214527,20,0.015331,0.000000,14
78,5735592,26,0.409407,0.000000,16
79,28881,16,0.002103,0.000000,10
80,10128430,27,0.717387,0.000000,17
81,110829,19,0.009783,0.000000,11
82,3745531,25,0.267453,0.000000,21
83,12608,15,0.000926,0.000000,11
84,42323,17,0.003770,0.000000,13
85,15054,15,0.002365,0.000000,7
86,3814064,25,0.277631,0.000000,17
87,51080,17,0.007753,0.000000,11
88,10083429,27,0.711669,0.000000,17
89,216000,20,0.017692,0.000000,8
90,269408,20,0.024312,0.000000,12
91,9608157,27,0.673345,0.000000,21
92,4963354,26,0.357454,0.000000,18
93,761900,22,0.054410,0.000000,12
94,779904,22,0.065241,0.000000,14
95,713444,22,0.051295,0.000000,12
96,156601,19,0.012000,0.000000,17
97,197513,20,0.014227,0.000000,8
98,365116,21,0.025966,0.000000,9
99,1905883,24,0.140932,0.000000,14
100,3411288,25,0.246499,0.000000,13
