1,14028344,57,11.510344,27.186900,41
2,4415279,55,3.091602,23.394823,43
3,30003145,59,25.032125,27.751703,41
4,5253685,56,3.676005,26.620789,42
5,2021382,56,1.274099,28.153198,42
6,969356,52,0.557921,27.416488,36
7,7170013,52,5.567382,23.383736,30
8,2618503,50,1.773823,24.424523,32
9,313211,46,0.148794,21.503714,32
10,17805045,59,13.893288,27.734989,43
11,3525006,57,2.489740,28.750544,43
12,32334,45,0.012438,26.236208,35
13,831333,46,0.483211,19.507479,36
14,26088053,59,22.493371,28.499028,41
15,25792756,62,21.937777,31.454643,44
16,909219,42,0.540985,18.651622,24
17,-,-,-,-,-
18,1267588,55,0.712766,27.259433,43
19,154092,46,0.068678,22.987150,36
20,1995813,52,1.292114,24.572979,36
21,5668025,54,4.034926,26.403395,34
22,13338796,59,10.957420,28.247415,41
23,1398857,49,0.843960,24.277053,33
24,4691710,54,3.313165,26.312234,34
25,6227205,52,4.922494,24.700272,32
26,20161235,58,15.711643,27.585266,40
27,11278428,53,8.571505,25.459157,33
28,909442,52,0.519751,27.872710,36
29,3917549,54,2.774734,26.119066,38
30,215990,47,0.093099,24.840169,35
31,192534,50,0.077727,28.164810,38
32,17025056,59,13.210709,29.273736,43
33,18535767,60,14.315345,30.110062,42
34,2063117,52,1.303446,25.982463,36
35,4626661,55,3.178653,26.974809,39
36,2309697,52,1.490612,25.791491,36
37,20889986,58,16.369981,27.636038,40
38,827864,53,0.471282,28.710055,41
39,1118025,49,0.646719,24.280758,35
40,6540243,54,5.093957,26.380557,36
41,5727374,54,4.081949,26.121909,36
42,48447,42,0.030793,23.300039,30
43,7332466,64,5.385462,33.052826,48
44,2731989,50,1.816532,24.607501,32
45,539196,51,0.265893,27.316122,39
46,1430455,49,0.865825,22.917919,35
47,179689,47,0.075850,25.475309,35
48,119535,49,0.052756,25.168521,39
49,-,-,-,-,-
50,4399444,53,3.084620,25.099392,39
51,3031922,56,2.200062,28.074825,44
52,11641228,56,8.851905,26.803445,38
53,-,-,-,-,-
54,7221615,56,5.549401,27.820720,40
55,152123,41,0.072791,20.696139,29
56,-,-,-,-,-
57,484048,50,0.237796,26.117385,36
58,506538,51,0.240527,25.545294,37
59,-,-,-,-,-
60,-,-,-,-,-
61,508957,45,0.250068,21.727099,31
62,1828847,57,1.164476,29.084569,43
63,21862510,56,17.462644,25.547554,40
64,5622335,51,4.045896,23.618298,31
65,920623,47,0.533666,22.622819,31
66,-,-,-,-,-
67,8430894,50,6.434098,23.921401,28
68,5471060,51,3.927795,25.117996,31
69,4579005,53,3.230823,25.342840,37
70,8179227,52,6.244260,24.664403,30
71,557862,44,0.278073,20.630122,30
72,-,-,-,-,-
73,188717,49,0.076683,23.873066,37
74,1373939,56,0.809801,28.771618,46
75,3440513,48,2.520698,22.060243,30
76,7622602,57,5.811675,27.729741,41
77,2184110,54,1.399921,27.597980,34
78,619299,53,0.312592,27.380697,41
79,68633,42,0.028410,21.781103,28
80,3951356,57,2.745471,26.913583,43
81,744209,53,0.441393,28.051743,39
82,-,-,-,-,-
83,1900358,49,1.264501,24.127775,31
84,10972804,55,8.265895,26.658957,37
85,158355,44,0.073026,20.888586,32
86,195222,45,0.088179,22.290463,35
87,4681483,52,3.278047,25.962040,34
88,-,-,-,-,-
89,3559259,54,2.575776,26.461863,38
90,820923,50,0.467160,26.079187,36
91,18150875,57,14.156545,26.873361,41
92,-,-,-,-,-
93,438960,46,0.223214,20.965217,34
94,276325,53,0.111278,27.766560,45
95,751475,50,0.437870,25.063400,34
96,1263033,49,0.761388,22.922221,35
97,191601,44,0.085366,21.267765,32
98,9499694,54,7.275494,25.127289,34
99,5342754,57,3.740682,28.762484,39
100,4484857,54,3.147197,25.170228,38
